n_layers,n_latent,resolution,n_clusters,n_small_clusters,silhouette,calinski_harabasz,davies_bouldin,dn_im_mean,dn_im_max,pool_im_mean,pool_im_max,score
2,40,0.2,4,1,0.0613064074085916,848.090927014787,2.89074739538928,0.189,0.714,0.123,0.48,-1.6913637857796
2,50,0.35,5,2,0.0723365367508085,856.914022548084,2.55647093820091,0.191,0.714,0.167,0.48,-1.69246485594188
2,30,0.5,8,2,0.0413324890557847,693.793022656413,2.7860480789572,0.168,0.714,0.131,0.48,-1.69558266770711
2,20,0.25,5,2,0.0726983435196215,680.010359408438,2.39476222002963,0.195,0.714,0.18,0.48,-1.70177736051292
2,50,0.25,5,2,0.0728447215548016,849.478267989751,2.54687177017227,0.193,0.714,0.176,0.48,-1.70236854206294
2,50,0.3,5,2,0.0727555773486025,852.354354331517,2.55140081761725,0.193,0.714,0.176,0.48,-1.70276678669655
2,10,0.15,4,2,0.174099138407682,1242.36652732118,1.55467324175498,0.253,0.735,0.262,0.534,-1.70324985940176
2,40,0.45,8,2,0.0409311474662473,638.623757509348,2.92892809712477,0.156,0.714,0.134,0.48,-1.70403047437076
2,40,0.4,7,2,0.0530020403466057,636.068963648354,2.87560889080624,0.172,0.714,0.144,0.48,-1.7127554005516
2,20,0.15,4,2,0.104976386141233,676.680225503693,2.08795599175265,0.237,0.714,0.23,0.48,-1.73098520175885
2,40,0.1,3,1,0.0810372218744899,711.096943797359,2.56035620194187,0.241,0.714,0.161,0.48,-1.73544355112983
2,40,0.15,3,1,0.0811011557422976,711.933195032539,2.56158027285884,0.241,0.714,0.161,0.48,-1.73546021179196
2,40,0.6,10,2,0.034794942135757,611.071369370464,2.89663877351964,0.155,0.729,0.133,0.502,-1.74331536674768
2,40,0.5,7,2,0.041217473551561,680.189183454397,3.02101200886077,0.155,0.729,0.132,0.502,-1.7448742681618
2,20,0.2,4,2,0.0835596641585026,652.908451812218,2.36723856619637,0.241,0.714,0.224,0.48,-1.77951876987052
8,50,0.45,14,1,0.0458811550293492,2409.81127475016,1.53080183461455,0.086,0.86,0.115,1.252,-2.2997084646946
2,10,0.1,3,1,0.103632014087853,1666.21482142721,1.81759963930184,0.191,0.566,0.418,1.251,-2.42081720877097
2,30,0.4,8,2,0.0300054720531048,659.734415903489,2.77072890410052,0.209,0.714,0.25,1.188,-2.57508069756177
